Date,Location,State,Shape,Time,Summary,Upload Date
6/15/2005,Driscoll (near),TX,Cylinder,~ 25 minutes,Three stationary cylindrical clouds in formation.,2/1/2007
6/13/2005,Bertram,TX,Oval,5 mins.,oval slow moving craft,6/20/2005
6/5/2005,San Antono,TX,Sphere,"1 ,minute","I saw a dark sphere travelling west , then morph into two spheres, then 5- 10 seconds later go back to a single black (or grey) sphere.",6/20/2005
6/4/2005,Abilene,TX,Light,few seconds,Slow flashing light,10/11/2005
6/3/2005,Tuscola,TX,Disk,Few Seconds,"Object there, then gone ..",6/20/2005
6/1/2005,Fate,TX,Triangle,30 minutes,"Four white lights moving fast dispersing blue laser lights from the object off of Interstate 30 west near Rockwall, Texas.",6/20/2005
5/31/2005,Ben Wheeler,TX,Light,1hr,Loud persistent humming accompanied by shape of light with no source creating the light.,7/16/2006
5/30/2005,Nolanville,TX,Disk,1 minute,"Small, off metallic orange saucer",9/30/2013
5/24/2005,Austin,TX,Changing,90 seconds,fire and triangles in the sky over austin texas may 24 and 25 2005,5/28/2005
5/22/2005,Waxahachie,TX,Cylinder,more than 2 minutes,"Cylindrical objects hover soundlessly over Dallas suburb May 22, 2005.",5/24/2005
5/21/2005,Arlington,TX,Light,3 min.,((NUFORC Note: Intl. Space Station. PD)) It looked exactly like a Star and vanished into thin air after about 3min.,5/24/2005
5/21/2005,Watauga,TX,Circle,5 seconds,well I was sleeping over at my friends backyard we were playing a game. Then there was a small light and it was getting bigger and the,9/2/2005
5/21/2005,Lewisville,TX,Changing,45 min.,Tumbling and spinning object.,5/24/2005
5/19/2005,El Paso,TX,Sphere,1hr15min,Unknown stationary shiny sphere,6/20/2005
5/19/2005,El Paso,TX,Circle,45min-1hr,The objec t that my roommate and I viewed was not at all like anything I have ever seen in my life...please help me,5/24/2005
5/17/2005,Abilene,TX,Light,20 secs,"two points of light traversing the west texas sky, one seemingly in pursuit of the other",5/24/2005
5/17/2005,Kilgore,TX,Sphere,30 seconds,"The object moved at incredible speed, making right angle turns and disappearing from sight.",5/24/2005
5/15/2005,El Paso,TX,Circle,2 mins max,bright blue space ship?,9/2/2005
5/14/2005,,TX,Triangle,All Day,Black Triangular Craft at Air Base ((NUFORC Note: Anonymous report. PF)),5/24/2005
5/13/2005,Emory,TX,Rectangle,about 1 minute,"Man and wife experience a dramatic sighting of a UFO hovering nearby: A ""disappearing cell phone radio tower""",5/24/2005
5/9/2005,Austin,TX,Cigar,A few seconds,Long line of green rectangular lights in the hills of southwest Austin,11/8/2005
5/4/2005,Beckville,TX,Light,apx. 4-5 min,Bright light moving steady across the sky from horizon to horizon.,5/11/2005
5/3/2005,Troy,TX,Unknown,,I woke to a dim green light a misshapen peanut looking UFO in the sky and saw it once more a few days later.,7/5/2005
5/2/2005,Big Lake,TX,Light,1-1/2 hours,"Bright white light in NW sky moved rapidly and erratically up, down, left, right and changed colors to blue ands blue green.",12/16/2005
4/29/2005,Comfort,TX,Triangle,1-2 minutes,angular shaped object,5/11/2005
4/23/2005,Crystal Beach,TX,Chevron,30 seconds,Small brown chevron-shaped object over water at Crystal Beach.,5/11/2005
4/22/2005,Hitchcock,TX,Light,Two minutes,Strange Lights In the Texas Sky,5/11/2005
4/21/2005,Austin,TX,Unknown,2 minutes,"Large, dark, almost rectangular object tumbling and ascending",5/11/2005
4/16/2005,Houston,TX,Circle,7 seconds,"04/18/05 10:40pm Houston, TX, 4 brillant white lights w/soft green glow, each circle shaped, yet in formation as if one individual UFO",5/11/2005
4/14/2005,Del Rio,TX,Oval,,It was oval shaped and it just stood so still above the trees and quiet and then it disappear,5/11/2005
4/13/2005,Katy,TX,Light,15 seconds,"UFO sighting in North Houston, TX",4/16/2005
4/9/2005,Sidney,TX,Triangle,3 min,TRIANGLE WITH ENGLISH WORDS WRITTEN ON IT IS A PROVEN LIE.,5/11/2005
4/9/2005,Sidney,TX,Triangle,3 mins,I just got finish watching a show about UFO's and then I went to the centers website and i say the photo of the Texas UFO and it looks,6/20/2005
4/9/2005,Sidney,TX,,,"Peculiar military craft witnessed near Sydney, Texas",7/5/2005
4/9/2005,Sidney,TX,Triangle,3 minutes,English words identified on black triangular craft.,4/16/2005
4/8/2005,Dallas,TX,Unknown,15 minutes,"Waiting for the bus home, i eyewitnessed at lest 10-15 at first maybe an little balloon in the air than i see two more, than other star",4/16/2005
3/31/2005,Dallas,TX,Rectangle,2-3 minutes,hovering rectngular shaped object,4/16/2005
3/29/2005,Austin,TX,Triangle,5min,"Triangular Object, Fast blinking lights, Austin, TX 23:50 03-29-05",5/11/2005
3/24/2005,Blanco,TX,Cigar,UNKNOWN,I DONT KNOW WHAT IT IS?,5/11/2005
3/20/2005,Tuscola,TX,Light,1 minute,I filed a report back in march and its not on your march or april update ..was for Abilene Texas ..,5/11/2005
3/20/2005,Tuscola,TX,Light,1 minute,((PROBABLE HOAX))Blue Orb Followed By Jet,5/11/2005
3/20/2005,McCamey,TX,Oval,brief,Strange Hills of West Texas,5/11/2005
3/17/2005,Houston,TX,Triangle,15 minutes,This black triangular object flew towards the direction of my car. It moved slowly above the clouds and had a slight wobble as it moved,5/11/2005
3/15/2005,Fort Worth,TX,Disk,different times,"Very large disc with multicolored lights hovering not exactly horizontally, but slanted, seen by 4 people in different places.",5/11/2005
3/15/2005,San Marcos,TX,Rectangle,30 minutes,"two interrelated objects larger rectangle and rotating cube on one end changes shape, speed direction gas filled",4/27/2007
3/11/2005,Eustace,TX,Cylinder,5 minutes,"The object was a wide cylinder, w/colored lights from one side to the other that flashed and alternated, it flew in a 'zig-zag' pattern",5/11/2005
3/9/2005,Clear Lake,TX,Triangle,2 seconds,"Saw dull orange/reddish glowing triangular shaped craft with an orb (engine?) at each apex of triangle,outter edges of circular orbs/en",5/11/2005
3/8/2005,Mesquite,TX,Unknown,2 Minutes,Bright White/Yellow object seen in sky no FFA lights.,5/11/2005
3/8/2005,El Paso,TX,Disk,90 sec,Silver disk sighted high above airliners passing directly overhead.,5/11/2005
3/7/2005,San Antonio,TX,Light,5 minutes,What did I see last night?,5/11/2005
3/5/2005,Dallas,TX,Disk,45+,3-4 UFOs visit the DFW airport and disrupt flight schedules.,5/11/2005
3/1/2005,Amarillo,TX,Changing,40 minutes,Strange Shape-Shifting UFO,4/16/2005
3/1/2005,El Paso,TX,Sphere,three seconds,silver shpere climbed slowly then shrank away and disappeared.,5/24/2005
3/1/2005,Humble,TX,,,Mr Davenport....I periodically visit your site and even though I have never seen a ufo....I do believe very much in their existence....,4/16/2005
2/27/2005,Bedford,TX,Oval,15 seconds,"Object seen in sky over Bedford, Texas February 27, 2005.",4/16/2005
2/25/2005,Houston,TX,Circle,taking a walk,i was walking with my 2 friends and there was this larg bright object flew like right obove our heads and when we looked and saw this r,4/16/2005
2/22/2005,"Dallas-Frisco (between, enroute)",TX,Light,10 seconds,Bright orange light low in night sky,2/24/2005
2/21/2005,North Richland Hills,TX,Light,30+ minutes,"Outside smoking as always and starring at the stars, and noticed on orangish colored one. After looking at it for a few seconds it Zig",2/22/2005
2/19/2005,Cleburne,TX,Light,2.5minutes app.,"red dot , way too fast for man kind, no sound .figure eights in sky 1x then shot and see like a cartoon/IM A PILOT MY SELF...",5/11/2005
2/14/2005,Rockport,TX,Light,1 hour,"several unexplained, fast moving lights in the Rockport, Texas sky disappear after black laser beam is shot into sky",2/22/2005
2/13/2005,Brownsville,TX,Circle,10 seconds,shiny chrome metallic craft,2/22/2005
2/10/2005,Plano,TX,Cigar,5 mins.,Cigar shaped object with bright lights.,2/22/2005
1/24/2005,San Antonio,TX,Light,2 seconds,Large green light dropping over San Antonio,1/27/2005
1/24/2005,Wimberley,TX,Light,2sec.,"Bright greenish blue light dropping down(southern horizon) and gone. I expected to hear a big bang, but alas, it was silent.",2/8/2005
1/16/2005,Baytown,TX,Other,5 min. ?,vertical and horizontal flares moving slowly in the sky ((NUFORC Note: Both photos are of contrails against a clear sky. PD)),1/27/2005
1/16/2005,San Antonio,TX,Light,5 seconds,"Two sets of falling object fell over the north part of San Antonio, seemed like two sets of car headlights racing towards the surface",1/19/2005
1/15/2005,Atlanta,TX,Other,2 hours,STRANGE LIGHTNING,2/8/2005
1/14/2005,New Braunfels,TX,Oval,Less than a minute,Stumble upon unidentified craft out on country road.,1/19/2005
1/13/2005,Dallas,TX,Other,3 minutes,Not a saucer. Many lights. Changed direction almost instantly. Very low and SILENT.,1/19/2005
1/11/2005,El Paso,TX,Disk,2 min,ufo's flew about 200 ft from my car. on I-10 on my way back from albuquerque,1/19/2005
1/10/2005,Houston,TX,Oval,1 minute,An oval object with lights very close to the Fwy,1/11/2005
1/8/2005,Dallas,TX,Circle,4-5 seconds,UFO seen over north Dallas,1/11/2005
1/6/2005,Houston,TX,Other,90 minutes,A Comet or plane like object & twin tail (not paralell) visible for 90 minutes is SW sky near Houston at 6:00pm - 7:30pm.,2/14/2006
12/31/2004,Friendswood,TX,Triangle,10-15 min.,Saw orange light appear and dissapear on different parts of the sky for alteast 10 minutes,1/11/2005
12/25/2004,Rio Hondo,TX,Circle,23,two large Circle indentation in ground left at scene,10/30/2006
12/24/2004,Harlingen,TX,Other,20min.,Large Blue Light-1st Snow in 105 years.,8/24/2010
12/23/2004,Abilene,TX,Oval,5-10 seconds,"The shiny hovering object sat there, then it was suddenly gone.",5/24/2005
12/23/2004,Somerville,TX,Other,,Very bright static light with multi-colors.,1/11/2005
12/18/2004,Texarkana,TX,Circle,1 hour,I saw a UFO without a doubt a UFO!,1/11/2005
12/14/2004,Garland,TX,Unknown,1 min 30 sec.,I saw a dim indeterminately shaped object that flew silently about 1.5 degrees per second whose only hint of its appearance was in the,12/14/2004
12/13/2004,Emory,TX,Cone,Two hours - plus,"I witnessed a cluster of extremely bright white, blue and red strobe type lights at a low altitude for about two hours.",1/11/2005
12/12/2004,College Station,TX,Triangle,5 minutes,"22 orange-yellow UFOs, flying low, fast and silently east to south over Texas A&M University 4 randomly moving followed by 18 in a line",12/14/2004
12/12/2004,Dallas,TX,Formation,5-10 seconds,"Two linear groups of maneuvering lights over Dallas, Texas 12/12/04",1/19/2005
12/12/2004,Friendswood,TX,Triangle,45 min,"Triangular shape craft seen from the Houston, Tx. area on 12/12/04 @ 2 a.m.",12/14/2004
12/11/2004,Greenville,TX,Triangle,10-20 seconds,Triangle shaped lights slowly fade out and disappear.,12/14/2004
12/11/2004,Van Alstyne,TX,Triangle,15 seconds,"Triangular formation of lights seen in the western sky above Van Alstyne, Texas fade away into the ether.",12/14/2004
12/11/2004,Van Alstyne,TX,Triangle,15-20 seconds,"Triangular 3-light formation with ""dimmer switch""",1/19/2005
12/11/2004,Fort Worth,TX,Light,1 minute,Three lights in form of triangle in sky west of Fort Worth disappeared completely. Two were brilliant white & one orange.,12/14/2004
12/11/2004,Denton,TX,Triangle,12-15 seconds,Triangle of lights. Very large object west of Denton. Sat still for 10 seconds before fading from view.,5/24/2005
12/9/2004,League City,TX,Triangle,Seconds,I saw a triangular shaped craft outlined in lights hovering over the highway that I was traveling on low & in front of me.,2/14/2006
12/7/2004,Denton,TX,Light,unknown,Unseen Lights In The Sky,1/19/2005
12/7/2004,Fort Worth,TX,Cigar,2 seconds,Gold Cigar shaped object seen moving away from Carswell AFB. Object was moving very fast. I thought it was an Aircraft ditching into La,12/14/2004
12/3/2004,Grapevine,TX,Fireball,seconds,Bright Blue flash seen in the N.W. sky.,12/14/2004
12/2/2004,Del Rio,TX,Other,3 min,On Dec 2nd two strange lights appeared around 9:30 - 9:45 pm coming from north- east going south-west,12/14/2004
12/1/2004,Wylie,TX,Triangle,5 minutes,Pyramid-shaped craft with pulsating light seen emitting red flare.,12/3/2004
12/1/2004,Plano,TX,Fireball,Seconds,Bright blue fireball of unusual size and distance; possible investigation.,12/3/2004
11/27/2004,Lewisville,TX,Egg,an hour,"Bright lights in Lewisville, TX",12/3/2004
11/27/2004,Lewisville,TX,Light,1 hour,My friends and I saw up to 40 lights in the North Texas sky.,12/3/2004
11/27/2004,Kern,TX,Formation,30 sec.,Witnesses to a cluster of lights passing overhead very quickly.,12/3/2004
11/27/2004,Athens,TX,Triangle,3 hours,"11-28-04 At 6:00 pm cdt,me, my wife and my grandauther were ridind around on farm to market roads approx. 25 miles from athens tx when",12/14/2004
11/27/2004,Gilmer,TX,Changing,1 hour,BLUE LIGHT MOVING AS A CHOPPER WITH A BEAM OF LIGHT,12/3/2004
11/25/2004,Houston,TX,Light,10 MIN,UFO TWICE ABOVE MY HOUSE.,2/8/2005
11/23/2004,Pearland,TX,Light,8 min,0230 Light sighted in the southern sky near Banbury Cross Subdivision. Appeared to be a spherical shape and was still like a star.,12/16/2005
,,,,,,
,,,,,0,
11/18/2004,Idalou,TX,Triangle,2-5 minutes,"There was two huge lights on one side of the triangular craft. There wwas a light on each corner, making the total 5. About the size",12/3/2004
11/15/2004,Texas (location unspecified),TX,Other,5 minutes,"I was looking at stars outside my Grandpa's window. I was looking SE,and I saw a very large, very bright, blue, moving star. It was m",9/2/2005
11/12/2004,Galveston,TX,Cylinder,3-5 minutes,"I was very delighted to finally find a place to report this object we encountered that evening. My brother, cousin and I were aboard my",2/22/2005
11/11/2004,College Station,TX,Changing,5 min.,I have made several reports recently and had the most disturbing sighting last night. I previously reported seeing objects that appeare,12/3/2004
11/8/2004,College Station,TX,Changing,ongoing,I saw 6-8 craft of some sort descending to the ground and dissapearing behind the trees.,12/3/2004
11/7/2004,Whitesboro,TX,Light,20 minutes,Rotating Lights in the sky,11/9/2004
11/6/2004,Moravia,TX,Light,less than 1 minute,Rapidly moving object.,12/3/2004
11/5/2004,Grand Prairie,TX,Unknown,1 hour,Two objects seen in the night sky above Dallas on each side of a three star configuration. ((NUFORC Note: Twinkling stars?? PD)),11/9/2004
11/4/2004,College Station,TX,Triangle,2 HOURS,I saw a large possibly triangular shaped craft pass over me with two bright lights behind it.,11/9/2004
10/30/2004,Thornton,TX,Sphere,1.5-2.0 sec.,While siting in the front yard conversing with a friend and skywatching for meteors a bright blue violet light appeared rising over the,11/2/2004
10/29/2004,Boyd,TX,Disk,Three minutes,Object in the night sky.,12/3/2004
10/29/2004,Richardson,TX,Disk,,"sitting on a blanket when a big saucer zoomed in a formation away, then came over us and did the same.",11/2/2004
10/28/2004,College Station (near),TX,Light,one hour,Several bright lights that appear and travel across the sky and then vanish. ((NUFORC Note: Twinkling stars. PD)),11/9/2004
10/28/2004,Houston,TX,Other,4 min.,A strange glowing cloud the dissapeared and reappeared.,11/2/2004
10/23/2004,Grapevine,TX,Light,10 mins,Bright White and Blue light in the sky. 10mins of observation.,11/2/2004
10/21/2004,San Antonio,TX,Triangle,30sec,I had step outside for last smoke of the day kind of raining humiday day. I was just about to light up when i heard a low humming noise,10/27/2004
10/17/2004,San Antonio,TX,Circle,5 - 10 minutes,"Sunset , multiple objects, mostly round, some triangular, 5 - 10 minute display",1/19/2005
10/15/2004,Groves,TX,Light,2 min,Dancing balls of light over the Texas night sky.,12/7/2006
10/15/2004,Dallas/Ft. Worth (Mansfield),TX,Fireball,20-30 minutes,NON BELIEVER TO FIRM BELIEVER FROM ONE ENCOUNTER,1/19/2005
10/14/2004,Needville,TX,Light,several hours,Two big bright lights followed by several smaller lights ((NUFORC Note: We suspect celestial bodies. PD)),10/27/2004
10/13/2004,Galveston,TX,Light,30 mins,"Starting on October 10, 2004, I have seen an obj. in the sky twice. ((NUFORC Note: We suspect Venus may be one of the objects. PD))",10/27/2004
10/11/2004,Laredo,TX,Fireball,22:31,Large flaming tail and eratic movement - sudden change of direction,12/3/2004
10/9/2004,Austin,TX,Changing,1-3 minutes,"one light that stretched into 3 white lights, with a red light on the left, very suddenly",12/14/2004
10/8/2004,Motley/Cottle Counties,TX,Diamond,3 min,"I was traveling from Lubbock, TX to Cee Vee, TX (Cottle County) and 17.4 miles from Matador, TX, on Friday, 10/08/04, and I saw a large",10/27/2004
9/22/2004,Memphis,TX,Sphere,30 minutes,"Manuevering bright objects in the western sky, leaving short contrails, disappearing and reappearing.",9/29/2004
9/20/2004,Whitney,TX,Unknown,10 min,One large set of red and white flashing lights followed by several smaller sets of red and whte flashing lights.,9/29/2004
9/17/2004,San Antonio,TX,Triangle,30 sec,"Triangle shape craft sighted moving north west aprox 15 knots @ 1,500 agl, with large lights surrounding the craft.",9/29/2004
9/17/2004,Austin,TX,Triangle,5,Triangle shaped craft hovering over middle school in south austin sped away silently to the west,9/29/2004
9/15/2004,Copperas Cove,TX,Cigar,5 minutes,"UFO Observance, 15 SEP 04, South Southwest of Copperas Cove, Texas",9/29/2004
9/15/2004,Robinson,TX,Circle,3 mimutes,"Near Waco Texas, Several objects were observed at extremely high altitudes and at high rates of speeds",9/29/2004
9/14/2004,Irving,TX,Changing,20 minutes or more,Dancing lights in the sky for more than 20 minutes in a populated DFW skyline.,9/29/2004
9/14/2004,Dallas,TX,Light,2 seconds,"travelling southbound on Highway 67, I saw a very bright light travelling very quickly away from the city. It was very high in the sky,",9/29/2004
9/13/2004,Kingwood,TX,Triangle,15 -20 sec,Two triangular metallic objects moving across the sky approaching dusk,9/29/2004
9/8/2004,Austin,TX,Formation,seconds,"it was v shaped looking that is was flying in the clouds but there were no clouds,no noise at all",9/9/2004
9/8/2004,Euless,TX,Disk,25 SECONDS,I was driving eastbound on highway 183. When my attention was drawn to a white disk shape object in the sky. I believed it to be abou,9/9/2004
9/6/2004,Bedford,TX,Sphere,40-50 seconds,Small white sphere noticed in the sky on Labor day in the Hurst-Euless-Bedford area.,9/29/2004
9/6/2004,Corpus Christi,TX,Triangle,2-3 Minutes,"My daughter (age 2) and I were sitting outside, when she pointed out what she thought were airplanes. We have made this a game and pla",9/9/2004
9/6/2004,Austin,TX,Triangle,30 sec,slow silent lighted silver triangle pre-dawn northwest Austin going south to north at steady rate of speed,9/9/2004
9/5/2004,Brackettville,TX,Fireball,2 seconds,large orange ball with green tail turning into an orange tail,9/29/2004
9/5/2004,Hidalgo,TX,Fireball,15 seconds,Fireball flying over deep south Texas.,9/29/2004
9/5/2004,Lewisville,TX,Oval,15 min,long oval cloud with red light in the exact middle,7/5/2008
9/5/2004,Lewisville,TX,Unknown,unknown,the flock of ufo creatures seemed like oval pods with wings attached,7/5/2008
9/4/2004,Austin,TX,Unknown,45min-?,Small black orb hovering in the sky moving irregularly north or barton hills,9/29/2004
9/4/2004,Austin,TX,Unknown,approx 45 min.,"small black object hovering above austin, copter nearby",9/9/2004
9/3/2004,Dripping Springs,TX,Circle,4 seconds,I believe this to be natural so I could have the wrong web site. ((NUFORC Note: Flare from Iridium satellite. PD)),9/9/2004
8/29/2004,Liberty Hill,TX,Changing,untill sunrise,cone changing into a circle ((NUFORC Note: Possibly Venus?? PD)),9/9/2004
8/27/2004,Beaumont,TX,Light,10 minutes,"Exploding, traveling light that traveled far faster and more sparatically than any craft I've seen.",9/29/2004
8/26/2004,Coppell,TX,Triangle,1 sec,Three small triangular shaped objects fly through my telescopes field of view.,9/1/2004
8/25/2004,Haltom City,TX,Light,seconds,another one-Alliance/DFW Tx,9/1/2004
8/25/2004,Haltom City,TX,Light,2-3 minutes,DFW Tx Alliance Airport area 2 lights moving and dancing in sky,9/1/2004
8/25/2004,Midland,TX,Oval,11 mins,"objects moved very fast& then very slow at each other, & kept stopping for long periods of time, then vanished",9/1/2004
8/24/2004,Canyon,TX,Other,38 minutes,Lights over canyon,9/1/2004
8/22/2004,Pearland,TX,Cigar,15 min,Large vertical orange/pink glowing light the length of two full moons above the horizon,9/1/2004
8/22/2004,Houston area,TX,Triangle,10 minutes,"This was aired on KHOU channel 11 news in Houston, TX. at 11:30pm with clear, stable footage.",8/24/2004
8/21/2004,Houston,TX,Light,20 minutes,An orange vertical column of light in the northeast sky,8/24/2004
8/21/2004,Houston,TX,Light,,Explanation for column or pillar of orange light in Houston skies,5/24/2005
8/21/2004,Houston,TX,Light,about 2 or b3 hours,Beam of light in NE Houston,12/3/2004
8/15/2004,Junction,TX,Disk,15 minutes,Way cool but I was not expecting to see a UFO in the night sky over my ranch. ((NUFORC Note: Possible sighting of star? PD)),5/24/2005
8/15/2004,Round Rock,TX,Light,10 min,"Saw UFO appear, hover, rise and then disappear",8/24/2004
8/13/2004,Arlington,TX,Sphere,4 seconds,"Videotaped on a roller coaster, noticed after waching video",1/19/2005
8/12/2004,North Dallas,TX,Egg,1 minute,"Egg shaped, hovering over Frisco or West Plano. Moved west, then east, then disappeared. Not a plane or meteor.",8/24/2004
8/12/2004,Fort Worth,TX,Sphere,56 minutes,Small intensly strobing multicolor sphere seen over Fort Worth for almost an hour!!!! ((Sirius??)),8/24/2004
8/10/2004,Arlington,TX,Egg,2 minutes,"Dark object with glowing green-yellow light seen over Arlington, TX",8/11/2004
8/7/2004,Fort Worth,TX,Sphere,.75 seconds,Red Orb flying vertically up into clouds.,8/11/2004
8/7/2004,Valentine,TX,Circle,10-15 minutes,"7 to 9 orb-type objects each illuminating alternately hovering directly over Marfa,TX Aerostat facility estimate 1,000 feet altitude.",3/4/2008
8/1/2004,Terrell,TX,,20 minutes,Saw light outside window and awakened by a gray being stand at foot of bed.,1/5/2011
7/31/2004,Galveston,TX,Circle,1 minute,"We were fishing off the North Jetties and my father in law pointed up and said, ""What's that?"" I then looked up to my left and could s",6/20/2005
7/25/2004,Houston,TX,Rectangle,about a minute,Large white and gray rectangular object hovering in sky.,7/25/2004
7/23/2004,Houston,TX,Formation,21 minutes,Two craft near Houston witnessed by 8 people....AMAZING!!! Pictures taken...,5/24/2005
7/23/2004,Fort Worth,TX,Unknown,seconds,white object between Ft Worth and Dallas,7/25/2004
7/22/2004,College Station,TX,Unknown,unknown,"Large, distant, bright, star-like object, moving slowly from Northeast to Southwest most likley bright planet.",7/25/2004
7/16/2004,Lufkin,TX,Circle,2.5 hours,"Multipul ""blinkers"" with red ,blue and white strobing lights, across the sky. only one circle shaped.",7/25/2004
7/15/2004,Electra,TX,Disk,15 minutes,"Saw craft with bright clear light illuminating from ""portholes"" hovering over a field near our house",8/11/2004
7/15/2004,Conroe,TX,Light,45 min,High altitude steady lights passing from horizon to horizon not on sat paths,7/25/2004
7/13/2004,Houston,TX,Oval,20 minutes,White oval moving in still sky from near downtown to over Astrodome area. Did not rise above clouds and did not move above clouds so no,7/25/2004
7/13/2004,Houston,TX,Circle,20 minutes,Circle floating in and out of clouds on a dead still day at about 2000 feet. Near Hobby airport departure lanes (surprisingly close to,7/25/2004
7/11/2004,San Antonio,TX,Sphere,2 hours,"Two Bright Objects above San Antonio, Texas.",7/25/2004
7/9/2004,Corpus Christi,TX,Oval,30 seconds,Oval object streaks across a clear Texas sky.,7/25/2004
7/8/2004,Lindale,TX,Light,5 mins.,"A strange bee sound and searchlight. Media reported a ""fireball"" that night.",8/11/2004
7/7/2004,Junction,TX,Light,2 mins.,fast moving white light,7/25/2004
7/7/2004,Dallas,TX,Fireball,15 seconds,fireball over Dallas,7/8/2004
7/7/2004,Fort Worth,TX,Unknown,12 sec,Was in my front yard when a bright streaking object came down at a 20-25 degree angle from the south. It was west of our location; towa,7/8/2004
7/7/2004,Burleson,TX,Fireball,3 minutes,UFO Sighting in Texas,7/8/2004
7/5/2004,Spring,TX,Light,approx 7 min,3 stars moving in a triangular formation accross a very clear sky,7/8/2004
7/5/2004,San Antonio,TX,Rectangle,3 sec,White object with glowing green around it moving at rapid pace from east to west.,7/8/2004
7/4/2004,North Richland Hills,TX,Light,5 minutes,My fiance and her mother and I saw a white light or ball decending in the western sky over the Watauga Kelle area.,7/8/2004
7/4/2004,Dallas,TX,Rectangle,FEW MINUTES,"Just travelled East to West, leisurely.",7/25/2004
7/3/2004,Lewisville,TX,Cylinder,10 minutes,Neon white cylinder moving slowly to the north over Lewisville TX,7/25/2004
6/30/2004,Orange,TX,Other,3 minutes,Red Ufo ship about one street block in length,12/12/2011
6/27/2004,Georgetown,TX,Triangle,3 secs,"Black triangles, rushing air sound and high rate of speed in area north of Austin on 06/27/04",7/8/2004
6/27/2004,Dripping Springs,TX,Egg,10 seconds?,"An oval, chartreuse and white, very bright object moving from south to east parelling the horizon with a long, bright tail.",7/8/2004
6/27/2004,Pearland,TX,Fireball,10 sec.,It appeared to be a very large meteor or possibly comet.Bright white nose edge & forming cone shaped blue ball with a very long blue tu,7/8/2004
6/27/2004,Port Aransas,TX,Light,4 seconds,Blue Light Streaks Accross the South Texas Sky,7/8/2004
6/27/2004,Austin,TX,Sphere,5 seconds,an unexplainable occurrence,7/8/2004
6/26/2004,Rotan,TX,Oval,unknown,eye in the sky,7/25/2004
6/26/2004,Channelview,TX,,6 to 8 seconds,"There was one object that appeared in the Southwest sky. I was traveling west on Ave C Channelview, Texas at 04:15AM on 06/26/2004, go",7/8/2004
6/25/2004,Round Rock,TX,Fireball,5 minutes,"Round Rock,Texas pool party turns into local mystery!",7/8/2004
6/24/2004,Peaster,TX,Cigar,20 seconds,Cigar-shaped object with fins left huge smoke trail,7/8/2004
6/22/2004,San Antonio,TX,Changing,10 minutes,funny mylar looking object,6/23/2004
6/21/2004,Mansfield,TX,Light,5 minutes,5 lights moving in the sky,7/8/2004
6/20/2004,Round Rock,TX,Light,3 minutes,two fast moving star-like objects that turned.,6/23/2004
6/19/2004,Kingwood,TX,Disk,1min,White-green fast moving disc,6/23/2004
6/13/2004,Midland,TX,Light,1-5 min,It was one solid light.,6/18/2004
6/11/2004,El Paso,TX,Light,5-10 sec,very bright star that faded quickly ((NUFORC Note: Flare from Iridium satellite? PD)),6/18/2004
6/10/2004,San Antonio,TX,Disk,1,Unexplained circles in 1 acre yard,6/18/2004
6/8/2004,"Albuquerque/Houston (inflight, halfway b/t)",TX,Light,30 seconds,"A twinkling light popped through the clouds while I was on a large plane; it zipped around, changing directions, then took off upward.",7/8/2004
6/6/2004,Rockne,TX,Other,30 mins.,yellow-orange-domed shaped object moving slowly from south to north and blinking out.,6/18/2004
5/19/2004,San Antonio,TX,Triangle,10 seconds,"The Golden triangular flying object seemed to first be on a crash course with my vehicle, but after 10 seconds vanished into the sky.",6/4/2004
5/13/2004,San Antonio,TX,Triangle,15-20 seconds,"A peach colored blob moved straight toward me, became a triangle craft, turned around and vanished",6/4/2004
5/12/2004,Seguin,TX,Disk,10 minutes,We were walking my dog when one ship appered then two more appered and we got a very good view of them.,6/4/2004
5/7/2004,San Antonio,TX,Light,15 minutes,wierd things in san antonio,5/10/2004
5/7/2004,Houston,TX,Other,30 seconds,three blimp like objects glided in front of our car and disappeared into the trees.,6/18/2004
5/6/2004,Clarksville,TX,Sphere,10 minutes,Objects make transfer in night skies ?,6/4/2004
5/4/2004,Granbury,TX,Other,20 secs,It was shaped funny and vannished.,5/10/2004
5/3/2004,McAllen,TX,Sphere,1.5 min,Me and a friend saw a shpere shape craft lingering near the power lines and when we got closer it began to withdraw.,5/10/2004
5/2/2004,College Station,TX,Cylinder,>5 min,vertical bright cylindrical object,5/4/2004
5/2/2004,Amarillo,TX,Circle,school,It was little,5/15/2006
4/30/2004,Houston,TX,Flash,1 sec,Blue Flash of Light which covered the SE sky (not man-made).,5/4/2004
4/28/2004,Round Rock,TX,Oval,5 sec.,4 UFOs flying in formation,4/30/2004
4/22/2004,Dallas,TX,Triangle,10-15min,"Black, Triangle, Shadow looking object, hoovering in Downtown Dallas buildings",7/13/2005
4/17/2004,San Marcos,TX,Oval,8 secs,Approx 5mph-900mph in 2 secs,6/4/2004
4/15/2004,San Angelo,TX,Cylinder,5 MIN.,large cylinder hanging motionless in the sky,7/13/2005
4/14/2004,Sherman,TX,Rectangle,5-10 seconds,"Rectangular UFO seen over Sherman, TX",4/27/2004
4/14/2004,Sherman,TX,Rectangle,15-25 SEC,"Sherman Sighting 4/14/04 - RECTANGLE craft, orange ""reflective""",6/4/2004
