Date,Location,State,Shape,Time,Summary,Upload Date
6/13/2014,Dallas,TX,Triangle,"3-minutes, 5-seconds","Lighted craft hovered for 3-minutes, then dove 1-mile in 5-seconds",1/7/2015
6/13/2014,Wolfforth,TX,Light,7 seconds,A blueish doughnut shape light suddenly appear and come down at me then suddenly disappear in a flash.,6/24/2014
6/12/2014,Taylor,TX,Cylinder,1 second,Object seen during lightning storm.,6/13/2014
6/10/2014,Unspecified location,TX,Light,1:00,Orange light in the sky third time seeing it in my life.,6/13/2014
6/9/2014,Plano,TX,Light,2 hours,"((HOAX??)) Yellow light in sky, followed by creatures in my bedroom.",6/13/2014
6/5/2014,Goldthwaite,TX,Rectangle,2 minutes,Orange blinking lights in a horizontal position.,6/27/2014
6/5/2014,Johnson City,TX,Formation,seconds,"Picture of a formation of 4 objects in the sky, North of Johnston City Texas.",6/13/2014
5/31/2014,Freeport,TX,Oval,3 seconds,Mysterious Space Craft with Red Light.,6/4/2014
5/31/2014,Vidor,TX,Oval,2 hours,"3 objects seen in Vidor, TX.",6/4/2014
5/28/2014,Lufkin,TX,Circle,unsure,40' white light emitting circular craft.,6/4/2014
5/25/2014,Dickinson,TX,Changing,4 minutes,"Huge rust-colored ""amoeba,"" rolling through sky for 4 min above Dickinson, TX.",6/4/2014
5/22/2014,Denton,TX,Light,8 seconds,Ball of greenish blue light in the sky.,6/4/2014
5/21/2014,San Antonio,TX,Triangle,10-20 seconds,"Large Black Triangle With 3 Orange Lights Seen In Northwest San Antonio, TX Sky Over Treetops",6/4/2014
5/21/2014,Converse,TX,Circle,~1 minute,4 sudden bursts of light in the sky each in a different area.,6/4/2014
5/19/2014,St. Hedwig,TX,Triangle,8 minutes,Large triangular shaped craft in sky at dusk,6/4/2014
5/19/2014,Peaster,TX,,seconds,Bright light coming from nw traveling to the south.,6/4/2014
5/18/2014,Round Rock,TX,Triangle,23:00,Strange airplanes in the sky hovering and not enough noise to make from being so low.,6/4/2014
5/17/2014,Allen,TX,Circle,3 minutes,Black ball in the sky traveling north west to south west.,6/4/2014
5/17/2014,Cypress,TX,Unknown,,Green light dancing around in the sky for 30 seconds then just seemed to disappear.,6/4/2014
5/16/2014,Wichita Falls,TX,Changing,1 minute,"Two flying, spiraling white lights disappear into the night, Wichita Falls, Texas",6/4/2014
5/15/2014,Lampasas/Evant,TX,Circle,15 minutes,Several orange lights on UFO seen twice.,6/4/2014
5/11/2014,Plano,TX,Light,30 minutes,"4 bright white objects came together, remained stationary in a row for a time, moved away in different directions at different times.",9/18/2014
5/9/2014,Dallas (DFW Airport),TX,Other,5 minutes,Object was flying low over runway's at DFW Airport.,6/4/2014
5/4/2014,Irving,TX,Fireball,2 seconds,"A friend and I were at Running Bear Park and I witnessed one fiery object falling from the sky behind the trees. Unfortunately, my frie",5/8/2014
5/3/2014,Mckinney,TX,Triangle,5-6 seconds,Beautiful night me and my wife were going to sit out back to enjoy the night as I opened the back door I looked up and saw a large tria,5/8/2014
5/3/2014,Spring,TX,Sphere,30 minutes,20+ glowing orbs seen over 30 minute period in eastern horizon,5/8/2014
5/2/2014,Mission,TX,Triangle,20-30 minutes,Two triangular objects that were in a haze that sometimes had a soft green haze,5/8/2014
5/1/2014,Denton,TX,Formation,10 minutes,Strobe of 5 lights hovering over Corinth area.,5/2/2014
5/1/2014,Flower Mound,TX,Changing,6 minutes,"Loud pulsing sound and 5 strobe lights seen over Flower Mound, Texas.",5/8/2014
5/1/2014,Frisco,TX,Cigar,2 minutes,"I heard a noise in the sky, I knew it was not a plane because it was still hovering over the sky. the notice was too smooth and rumble",5/2/2014
5/1/2014,Carrollton,TX,Light,15 minutes,A series of lights in a tight formation that had to be several miles long,6/4/2014
5/1/2014,Texarkana,TX,Disk,35 minutes,"Formation of lights over night sky in Texarkana, Texas. Spun horizontal, vertical and than diagonally.",6/4/2014
4/28/2014,Texarkana,TX,Unknown,All night,"Red, bluish, amber lights, false stars.",5/2/2014
4/26/2014,Pantego,TX,Circle,5 seconds,The light was moving very quickly in erratic behavior over veterans park in dalWorthington Texas.,5/2/2014
4/26/2014,Maud,TX,Triangle,3 hours,Triangle yellowish/peach light zig zag 3hrs over northeast Texas sky at night.,5/2/2014
4/26/2014,San Antonio,TX,Sphere,8 seconds,"Two UFOs photographed in full daylight, one punched a cookie-cutter shape in a cloud.",5/2/2014
4/24/2014,North Zulch,TX,Light,2 minutes,"Orange/red pulsing light, first noticed it coming into view over the east/north eastern horizon. Moving accross the sky at high altitud",5/2/2014
4/20/2014,Port Arthur,TX,Cigar,15 minutes,Numerous rocket shaped objects sighted in the sky higher than cruising altitude of airliners.,4/24/2014
4/16/2014,Denton,TX,Unknown,,5 objects formed into one line then the brightest one on the end led the other ones into a circle then more came to join slowly.,4/18/2014
4/15/2014,San Antonio,TX,Light,10 seconds,Light moving back and forth during blood moon eclipse.,4/18/2014
4/13/2014,Warren,TX,Other,continual,"These lights that show up change colors, move fast and seem to watch things and it is making me uneasy.",4/18/2014
4/12/2014,El Paso,TX,Oval,minutes,Local news KVIA reports blue light with fire being shot down to Earth.,4/18/2014
4/11/2014,Houston (Katy area),TX,Sphere,60 minutes,Three lights blue/green red and white flying in a triangle pattern around my neighborhood for an hour. Shape is sphere like,4/11/2014
4/10/2014,Odessa,TX,Unknown,30-40 minutes,2 unknown aircraft escape after late night meteor impact sightings,4/11/2014
4/9/2014,Waxahachie,TX,Teardrop,,((NUFORC Note: No information provided by witness. PD)),1/16/2015
4/8/2014,Austin,TX,Unknown,10 seconds,Austin: Unexplained silent unlit object moving 100ft over the ground seen at close range,4/11/2014
4/8/2014,Gun Barrel City,TX,Other,75 minutes,Massive mushroom shaped ufo in the sky over Cedar Creek lake on 04/08/2014.,4/11/2014
4/6/2014,Paris,TX,Sphere,30 seconds,I witnessed a two large yellow orange spheres pop out of the North East corner of the sun. ((NUFORC Note: Lens flares? PD)),4/18/2014
4/5/2014,San Antonio,TX,Triangle,15 minutes,Six red lights forming a triangle was seen then disappeared in to the clouds.,4/11/2014
4/5/2014,San Antonio,TX,Triangle,15 minutes,UFO sighting.,4/11/2014
4/5/2014,Mesquite,TX,Cylinder,11:09,"UFO'S over Mesquite, TX.",4/11/2014
4/5/2014,Austin,TX,Light,4 minutes,Formation of Red Lights Over Zilker Park.,4/11/2014
4/1/2014,Spring,TX,Light,20 minutes,"Blue and red lights in sky over suburban Spring, Tx.",4/4/2014
3/29/2014,Houston,TX,Triangle,5 seconds,Four silent triangular shaped UFOs spotted flying in formation over central Houston.,4/4/2014
3/28/2014,Spring,TX,Fireball,15 minutes,"I walked outside my house at night to smoke a cigarette, and I saw a ball of green light. It seemed to almost look electrical.? The sky",4/4/2014
3/28/2014,Corpus Christi,TX,Cylinder,varied,Multiple event over 10 years.,4/4/2014
3/24/2014,Arlington,TX,Disk,<5 seconds,Gray/black saucer with red triangular lights traveling north in the southbound lanes of traffic on SW Green Oaks Blvd.,3/27/2014
3/19/2014,Lewisville,TX,Formation,30 seconds,Red/orange orbs in the sky.,3/21/2014
3/18/2014,Houston,TX,Flash,2 seconds,"Shooting ticket type of craft, high in the night sky, which seemed to take off like a sci fi space ship going into light speed.",4/11/2014
3/15/2014,Gun Barrel City,TX,Unknown,2 minutes,"Huge orange pulsating light seen from hwy198 on bridge in Gun Barrel City, Texas, on 03/15/2014.",3/18/2014
3/13/2014,Plano,TX,Other,15 seconds,A v-shaped ufo that was translucent with a green tint traveling slowly.,3/18/2014
3/13/2014,Texas City,TX,Changing,3 hours,Seen bright light that exceeded several hours from dark to daylight.,3/18/2014
3/12/2014,Arlington,TX,Light,3 seconds,"I saw a small blue light move from a star to the left, then it blinked out.",3/18/2014
3/9/2014,Kemah,TX,Unknown,10 minutes,Each object did not all stop emitting light at the same time; instead they went out simultaneously within half a minute of each other.,3/18/2014
3/7/2014,San Angelo,TX,Unknown,15 minutes,"Purple light flashing, mostly red light.",3/18/2014
2/25/2014,Breckenridge,TX,Oval,15 minutes,"Bright orange glow in the SW sky near Fort Worth, TX.",2/27/2014
2/24/2014,In flight (southern U.S.),TX,Oval,20 seconds?,Southern US Texas? oval 20 seconds? white encompassing light.,12/18/2014
2/23/2014,Fritch,TX,Light,5 minutes,"I was on the front porch looking at the sky as I do and to the E, about 40 deg. off the east horizon I saw a white light, moving.",2/27/2014
2/19/2014,Houston,TX,Unknown,10 minutes,"Yellow & blinking green; then solid green and red. Hovered; fast vertical & horizontal up and downs, turns and arches complex maneuvers",2/21/2014
2/18/2014,Houston,TX,Disk,6-8 minutes,Silver disc on the right of me and then golden disc on the left of me.,2/21/2014
2/17/2014,Dallas,TX,Triangle,3 minutes,Triangle UFO in Dallas.,2/21/2014
2/15/2014,Lake Ft Phantom,TX,Circle,45 minutes,Currently watching a disc like object hover over what looks like ft phantom lake or just south there of. Object has changed colors 3 ti,2/21/2014
2/11/2014,Plano,TX,Light,<1 minute,We saw a light approaching that changed direction and velocity and went away very fast.,2/14/2014
2/8/2014,Hockley,TX,Sphere,1 hour,"Orbs that change colors, hide among the constellations and wave back at us!",2/14/2014
2/7/2014,,TX,Disk,seconds,"Saucer-like craft with a strip of red light moving back and forth, hovering above a gas well site.",3/18/2014
1/29/2014,Scurry,TX,Circle,,"I was facing south, and I noticed red ball descending quickly.Seconds later it was gone.",1/30/2014
1/28/2014,"Omaha (Texas, not Nebraska)",TX,Formation,15 seconds,"3 lights with no sound heard, traveling N to S in straight line formation.",2/7/2014
1/28/2014,Little Elm,TX,Triangle,2 minutes,3 red lights moving slowly and making a humming sound.,1/30/2014
1/24/2014,Lubbock,TX,Light,3 minutes,"Star that moves, fades, changes into multiple lights.",2/7/2014
1/24/2014,San Marcos,TX,Disk,12 minutes,I was heading toward downtown from my house on the southwest side of town. I was heading east northeast depending on the direction of t,1/30/2014
1/24/2014,Lewisville,TX,Light,~10 seconds,UFO with bright white tail almost crashed on highway but vanished just before impact.,1/30/2014
1/22/2014,Houston,TX,Circle,15 seconds,Small white ball over Houston.,1/30/2014
1/22/2014,New Braunfels,TX,Teardrop,5 seconds,Some sort of craft blew up probably when entering earth's atmosphere.,1/24/2014
1/20/2014,San Antonio,TX,Fireball,1-2 minutes,2 fireball like objects over Southern Bexar County in evening sky 1-20-2014.,1/24/2014
1/20/2014,San Antonio,TX,Fireball,1-2 minutes,2 fireball like objects over Southern Bexar County in evening sky 1-20-2014.,1/24/2014
1/19/2014,Pflugerville,TX,Formation,I saw the last minute of,Random formation of bright orange lights reduces into triangle before extinguishing.,1/24/2014
1/19/2014,Nixon,TX,Circle,27 minutes,"Flashing object in Nixon, TX.",1/24/2014
1/18/2014,Lake Tawakoni,TX,Fireball,2 minutes,"Five Round, bright, low flying objects flying silently from north to south 8 to 10 seconds apart at constant speed.",1/24/2014
1/17/2014,Conroe,TX,Sphere,7 seconds,Riding bus looked out window and saw a silver sphere.,1/24/2014
1/17/2014,Garden Ridge,TX,,,"Have you drawn any relationship to Crystal City, TX ufo report on 1-15 (SW side of San Antonio) to Garden Ridge, TX (NW side of San Ant",2/7/2014
1/16/2014,McAllen,TX,Teardrop,5 minutes,"My mother and I were traveling South on Biccentennial, when we got to the stoplight of Dove and Bicentennial at approximately 18:15. W",1/24/2014
1/15/2014,Crystal City,TX,Flash,5 seconds,Extremely bright bursts of white light moving at high speed approx. 200 feet above the ground.,1/16/2014
1/15/2014,Crystal Spring (near),TX,Oval,1 minute,"Bright light in the sky, lasted one minute, moving very fast.",1/24/2014
1/14/2014,Palestine,TX,Triangle,5 minutes,"Long triangular, wing shaped, black aircraft, with two down facing, constant green lights and one flashing red light.",1/16/2014
1/14/2014,Angleton,TX,Flash,1-3 seconds,Impact flash in brazoria county texas.,1/24/2014
1/13/2014,San Antonio,TX,Fireball,3 seconds,"Two fast moving fireballs spotted over Medical Drive, San Antonio.",1/16/2014
1/10/2014,El Paso,TX,Circle,~2 minutes,"Single round, reddish yellowish, greenish light in the sky which moved very rapidly and stood still, then moved again then stood still",1/16/2014
1/4/2014,Marshall,TX,Sphere,10 seconds,"5 distinct blue spheres flashed across the sky, pausing and chaning direction slighly.",1/10/2014
1/2/2014,Austin,TX,Light,1 minute,Reddish orange bright lights traveling very quickly then disappearing. Completely silent.,1/10/2014
1/2/2014,Austin,TX,Circle,30 minutes,"Light on top left of moon, followed by white lights and jets.",1/10/2014
1/1/2014,Fort Worth,TX,Oval,2 minutes,Orange ball stationary in sky above neighborhood south of Fort Worth before leaving northbound.,1/10/2014
1/1/2014,Austin,TX,Light,35 minutes,Red lights all over the sky in Austin TX new year's 2014.,1/24/2014
1/1/2014,El Paso,TX,Formation,2 minutes,"Very bright lights . In a form of a ""S.""",1/10/2014
1/1/2014,Austin,TX,Circle,5 minutes,"Orange orbs above Austin, TX, on New Years 2014.",1/10/2014
12/31/2013,Aubrey,TX,Fireball,15 minutes,7 fireball orb type object over N TX on 12/31/13.,1/10/2014
12/28/2013,League City,TX,Light,5 minutes,"Orange lights and dark objects over League City, Texas.",1/10/2014
12/25/2013,Spring,TX,Sphere,10,Orange balls in the sky.,1/7/2015
12/24/2013,Spring,TX,Unknown,2 minutes,Approx. 10 amber colored objects flying in formation in a clear night sky.,1/10/2014
12/21/2013,Palacios,TX,Cylinder,5 minutes,"UFO in Palacios, TX, plzz turn head to left or turn screen to left i recorded in landscape mode so u can see it better.",12/23/2013
12/21/2013,San Antonio,TX,Disk,20 seconds,Saucer Craft moving above highway.,12/23/2013
12/15/2013,Fort Worth,TX,Light,Still there,"We took our dog out around 7:45, when I noticed a bright light in the Western sky. I go out several times at night and I have never se",12/23/2013
12/15/2013,Austin,TX,Light,10 minutes,Lights over downtown Austin.,12/23/2013
12/11/2013,Dallas,TX,Triangle,6 seconds,1200-mph dart silhouette seen for 6-seconds.,1/7/2015
12/8/2013,Sweeny,TX,Sphere,30-60 minutes,Very bright blue UFO hovering over the Tx Country Sky!,12/12/2013
12/6/2013,The Colony,TX,Circle,1 minute,Blue and green circular light seen above texas ice storm.,12/12/2013
12/3/2013,Arlington,TX,Sphere,~30-45 minutes,Large white orb with glow around it in south west Texas sky. ((NUFORC Note: Possible sighting of Venus? PD)),12/5/2013
12/3/2013,Dripping Springs,TX,Cigar,8 minutes,"Intense bright white light that turned into cigar-shaped object seen in daylight outside of Austin, TX.",12/12/2013
12/2/2013,Austin,TX,Fireball,~1 minute,I was driving on the highway when I noticed a rather large green 'star' in the sky. They started as small green balls and traveling qui,12/5/2013
12/1/2013,Corpus Christi,TX,Sphere,1 minute,Bright Red Orange Sphere Gliding at Tree Level,12/5/2013
11/30/2013,Houston,TX,Light,,Bright mutlicolored moving light in the sky. ((NUFORC Note: Possible sighting of Venus?? PD)),12/2/2013
11/29/2013,Webster,TX,Circle,120 seconds,"Reddish orange ""light"" traveling in unison with two smaller white ""lights"" at 45 degree angle from each other.",12/2/2013
11/28/2013,Weslaco,TX,Cone,8 seconds,7 circular red orange lights heading upward in the same formation and disappeared after a duration of 8 seconds.,12/2/2013
11/28/2013,Lometa,TX,Triangle,18:00,"3 bright lights hovering soundless in Lometa, Texas, seen by father and daughter.",12/5/2013
11/26/2013,Lubbock,TX,Unknown,Ongoing,Strange lights sighted and then airplane with no lights sighted.,12/2/2013
