FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.241017,241017,912343554,Australia,Bassian,Temperate Australasia,PPH-S4,Sth Channel Fort,-38.3069,144.801,2013-02-10T00:00:00,5.2,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,2,2,DTL,POINT (144.8010236 -38.30691797)
M1_DATA.241027,241027,912342469,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,EMR12,NW outer reef1 Middleton Reef,-29.4223,159.1107,2013-01-16T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,7,GJE,POINT (159.11073 -29.42234)
M1_DATA.241192,241192,593003430,Ecuador,Eastern Galapagos Islands,Tropical Eastern Pacific,ETP143,Bartolomé,-0.2797,-90.5449,2008-04-22T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,RP,POINT (-90.54489 -0.27971)
M1_DATA.256448,256448,2001489,Australia,Cape Howe,Temperate Australasia,JBMP-S15,Bowen Island NW,-35.1127,150.7672,2009-03-16T00:00:00,5.4,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,WCB,POINT (150.7671967 -35.11271668)
M1_DATA.256725,256725,912340250,Australia,Manning-Hawkesbury,Temperate Australasia,PS7,Little Beach West,-32.7133,152.1571,2011-08-28T00:00:00,11,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,2,2,TRD,POINT (152.15713 -32.713325)
M1_DATA.256780,256780,912343406,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2013-06-22T00:00:00,6,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,1,1,TRD,POINT (152.15183 -32.714463)
M1_DATA.257059,257059,912345701,Australia,Manning-Hawkesbury,Temperate Australasia,PS3,Cabbage Tree Island West,-32.6888,152.2222,2015-10-06T00:00:00,9,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,NAD,POINT (152.22218 -32.68884)
M1_DATA.257073,257073,912340310,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2012-03-25T00:00:00,8.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,3,NAD,POINT (152.15925 -32.70976)
M1_DATA.257157,257157,2002651,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2011-03-07T00:00:00,10.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,NAD,POINT (152.15925 -32.70976)
M1_DATA.258602,258602,912343174,Australia,Coral Sea,Central Indo-Pacific,CS62,Fredrick Reef north bommie,-20.9801,154.3908,2013-06-06T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,2,GER,POINT (154.39075 -20.98007)
M1_DATA.259034,259034,2001938,Australia,Manning-Hawkesbury,Temperate Australasia,PS13,Pipeline,-32.718,152.1413,2009-05-11T00:00:00,7,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,RSS,POINT (152.14133 -32.71802)
M1_DATA.259219,259219,2001952,Australia,Manning-Hawkesbury,Temperate Australasia,PS9,Barrys Park,-32.7488,152.1746,2009-09-09T00:00:00,10,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,6,TRD,POINT (152.1746 -32.74881)
M1_DATA.259381,259381,2001093,Australia,Cape Howe,Temperate Australasia,BMP-S13,Broulee North,-35.8551,150.1921,2008-05-19T00:00:00,11,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,AJG,POINT (150.19207 -35.85507)
M1_DATA.260700,260700,912343139,Australia,Coral Sea,Central Indo-Pacific,CS45,North Wreck Reef,-22.1758,155.178,2013-05-22T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,RSS,POINT (155.17796 -22.17583)
M1_DATA.260766,260766,912343227,Australia,Coral Sea,Central Indo-Pacific,CS89,Lihou Cay bommie,-17.1145,152.0807,2013-06-14T00:00:00,5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GER,POINT (152.08067 -17.11452)
M1_DATA.260776,260776,912342226,Mozambique,Bight of Sofala/Swamp Coast,Western Indo-Pacific,Moz2,Caldeira2,-16.6572,39.7245,2012-09-30T00:00:00,6.4,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,ATFB,POINT (39.724483 -16.657183)
M1_DATA.260857,260857,2001745,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI43,South East Rock,-31.7875,159.2814,2010-02-11T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,4,ATC,POINT (159.28145 -31.7875)
M1_DATA.242306,242306,8000668,Australia,Bonaparte Coast,Central Indo-Pacific,NT9,East Point Coral Gardens,-12.4134,130.8127,2008-06-15T00:00:00,5,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,KDS,POINT (130.8127 -12.4134)
M1_DATA.262461,262461,506002968,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP19,Atrevido,5.5284,-87.03,2011-04-24T00:00:00,14,Chordata,Elasmobranchii,Mobulidae,Manta birostris,1,3,ESO,POINT (-87.02996 5.52842)
M1_DATA.262689,262689,2002839,Australia,Cape Howe,Temperate Australasia,NSW46,Cave Point,-37.1152,149.9651,2011-04-27T00:00:00,5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera imitata,2,1,WCB,POINT (149.96512 -37.11518)
M1_DATA.262788,262788,2001369,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2010-06-05T00:00:00,8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,2,TRD,POINT (152.15925 -32.70976)
M1_DATA.262798,262798,912345043,Australia,Cape Howe,Temperate Australasia,VIC54,Saros,-37.803,149.2704,2014-11-07T00:00:00,7,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,AJW,POINT (149.2704 -37.80305)
M1_DATA.262816,262816,2001118,Australia,Manning-Hawkesbury,Temperate Australasia,PS25,Jimmys Beach Barnes Rocks,-32.6827,152.1584,2010-04-18T00:00:00,4.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,KHVT,POINT (152.15836 -32.6827)
M1_DATA.263111,263111,912345040,Australia,Manning-Hawkesbury,Temperate Australasia,PS13,Pipeline,-32.718,152.1413,2014-11-22T00:00:00,9,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,2,1,TRD,POINT (152.14133 -32.71802)
M1_DATA.263200,263200,912342215,Nicaragua,Chiapas-Nicaragua,Tropical Eastern Pacific,NIC10,Peña Rota Norte,11.234,-85.869,2011-12-15T00:00:00,11,Chordata,Elasmobranchii,Urolophidae,Urobatis halleri,2,1,RB,POINT (-85.86903333 11.23401667)
M1_DATA.263425,263425,3000029,Australia,Cape Howe,Temperate Australasia,BR7,Sth Pinnacle Beware Reef,-37.8249,148.7906,2008-12-12T00:00:00,15,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,MGI,POINT (148.79058 -37.82491)
M1_DATA.263433,263433,912343813,Australia,Exmouth to Broome,Central Indo-Pacific,NWS13,Golden Sleeper Corner,-11.9834,123.3271,2013-09-02T00:00:00,7.1,Chordata,Elasmobranchii,Myliobatidae,Aetobatus ocellatus,2,2,SRG,POINT (123.3271 -11.9834)
M1_DATA.265499,265499,3000075,Australia,Cape Howe,Temperate Australasia,CHMP-S2,Howe Border,-37.5071,149.9786,2009-03-02T00:00:00,9,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,DTL,POINT (149.9785678 -37.50712451)
M1_DATA.265522,265522,3002554,Australia,Cape Howe,Temperate Australasia,CHMP-S6,Howe West,-37.5099,149.9735,2011-02-04T00:00:00,7.2,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,AJW,POINT (149.9735 -37.50987)
M1_DATA.265552,265552,2001828,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,NI7,Shark Point Phillip Island,-29.1173,167.9417,2009-02-04T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,4,JCH,POINT (167.94171 -29.11731)
M1_DATA.265606,265606,3000183,Australia,Bassian,Temperate Australasia,PPB49,Brighton Boat Sheds,-37.9176,144.9825,2010-04-03T00:00:00,3.5,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,2,1,SYB,POINT (144.98252 -37.91762)
M1_DATA.265614,265614,3000243,Australia,Cape Howe,Temperate Australasia,BR11,Ridge Park,-37.8183,148.7838,2010-02-09T00:00:00,14.5,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,AJW,POINT (148.7838 -37.81828333)
M1_DATA.265627,265627,912343155,Australia,Coral Sea,Central Indo-Pacific,CS53,Kenn Break,-21.2571,155.7542,2013-06-04T00:00:00,2.5,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,GER,POINT (155.7542 -21.25707)
M1_DATA.266115,266115,10000040,Australia,Leeuwin,Temperate Australasia,RI4,The Grottos Rottnest,-31.9893,115.5175,2012-05-27T00:00:00,5.1,Chordata,Elasmobranchii,Parascylliidae,Parascyllium ferrugineum,2,1,DTL,POINT (115.51746 -31.98926)
M1_DATA.266188,266188,912343352,Australia,Tweed-Moreton,Temperate Australasia,QLD71,Wolf Rock,-25.9002,153.1836,2013-05-15T00:00:00,9,Chordata,Elasmobranchii,Myliobatidae,Aetobatus ocellatus,2,1,RSS,POINT (153.183555 -25.900164)
M1_DATA.266213,266213,2001082,Australia,Cape Howe,Temperate Australasia,BMP-S24,Bingie Bingie Point Nth,-36.0115,150.1652,2010-01-28T00:00:00,10.2,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,AJG,POINT (150.16517 -36.01152)
M1_DATA.268768,268768,912343523,Australia,Bassian,Temperate Australasia,PPH-S4,Sth Channel Fort,-38.3069,144.801,2013-02-10T00:00:00,5,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,2,1,ESO,POINT (144.8010236 -38.30691797)
M1_DATA.259440,259440,912343217,Australia,Coral Sea,Central Indo-Pacific,CS84,Mellish overflow,-17.3901,155.8607,2013-06-12T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,GJE,POINT (155.86067 -17.39014)
M1_DATA.259542,259542,2002641,Australia,Manning-Hawkesbury,Temperate Australasia,PS7,Little Beach West,-32.7133,152.1571,2011-01-24T00:00:00,6,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,2,1,NAD,POINT (152.15713 -32.713325)
M1_DATA.259660,259660,2001933,Australia,Manning-Hawkesbury,Temperate Australasia,SYD9,Neilson Bay,-33.8521,151.264,2010-02-23T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Urolophus spp.,1,3,ATC,POINT (151.263956 -33.852053)
M1_DATA.259824,259824,912345792,Australia,Arnhem Coast to Gulf of Carpenteria,Central Indo-Pacific,NT50,Bonner Rocks NW,-12.0604,136.6111,2015-11-05T00:00:00,6,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,BKJ,POINT (136.61107 -12.0604)
M1_DATA.259964,259964,912345379,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,GBR11,Masthead Island west,-23.5329,151.7232,2015-06-10T00:00:00,4,Chordata,Elasmobranchii,Hemiscylliidae,Chiloscyllium punctatum,2,4,GJE,POINT (151.72316 -23.53293)
M1_DATA.260005,260005,912342127,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP32,Hoa Outside,-18.0675,-141.0019,2012-05-31T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,MLD,POINT (-141.00187 -18.06747)
M1_DATA.260321,260321,2002635,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2011-01-23T00:00:00,14.6,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,3,MS,POINT (152.15925 -32.70976)
M1_DATA.260379,260379,506002973,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP25,Dos Amigos,5.5086,-87.1012,2011-04-27T00:00:00,21,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,NAW,POINT (-87.10121 5.50856)
M1_DATA.260400,260400,912342504,Australia,Manning-Hawkesbury,Temperate Australasia,PS13,Pipeline,-32.718,152.1413,2012-12-07T00:00:00,9.5,Chordata,Elasmobranchii,Hypnidae,Hypnos monopterygius,2,1,NAD,POINT (152.14133 -32.71802)
M1_DATA.264175,264175,912342113,Chile,Easter Island,Eastern Indo-Pacific,EI4,East Bommie Sal y Gomez,-26.4746,-105.3595,2012-03-25T00:00:00,15,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,1,MLD,POINT (-105.35948 -26.47464)
M1_DATA.264329,264329,912340549,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI49,Erscotts Hole,-31.5467,159.0613,2012-02-29T00:00:00,3,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,AJG,POINT (159.06128 -31.54666)
M1_DATA.264408,264408,912342424,New Zealand,Kermadec Island,Temperate Australasia,KER14,Smith Bluff,-29.2923,-177.9609,2013-01-01T00:00:00,7.5,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,4,RSS,POINT (-177.96092 -29.29233)
M1_DATA.266466,266466,912342705,Australia,Bassian,Temperate Australasia,BI-S4,Actaeon Island,-43.5252,146.9961,2013-03-04T00:00:00,5,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,SRG,POINT (146.99609 -43.52525)
M1_DATA.266504,266504,912344530,Republic of the Marshall Islands,Marshall Islands,Eastern Indo-Pacific,AL2,Ailuk Inside E,10.2822,169.9756,2014-07-15T00:00:00,7,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,ATC,POINT (169.97562 10.2822)
M1_DATA.266593,266593,912345685,Australia,Bassian,Temperate Australasia,PPB41,Portsea Bay Reef,-38.3174,144.7102,2015-12-02T00:00:00,3,Chordata,Elasmobranchii,Urolophidae,Urolophus gigas,2,1,AJW,POINT (144.71023 -38.31745)
M1_DATA.266668,266668,912340478,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI20,Sugarloaf West,-31.5041,159.0668,2012-02-23T00:00:00,5,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,JWM,POINT (159.06679 -31.50414)
M1_DATA.267207,267207,912345897,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD107,Morning Maze,-10.0663,143.8745,2015-12-06T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,AJG,POINT (143.87446 -10.06631)
M1_DATA.269591,269591,2001282,Australia,Manning-Hawkesbury,Temperate Australasia,PS7,Little Beach West,-32.7133,152.1571,2010-02-20T00:00:00,12,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,TRD,POINT (152.15713 -32.713325)
M1_DATA.269735,269735,2002723,Australia,Cape Howe,Temperate Australasia,JBMP-S26,Outer Tubes,-35.0877,150.799,2011-04-18T00:00:00,10.2,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,4,RSS,POINT (150.79903 -35.08773)
M1_DATA.269835,269835,912343045,Australia,Cape Howe,Temperate Australasia,BMP26,Shag Rock SW,-35.9856,150.1576,2013-03-23T00:00:00,5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,WCB,POINT (150.15759 -35.98556)
M1_DATA.256379,256379,912344461,Australia,Bassian,Temperate Australasia,PPH-S8,Nepean Inner East,-38.3042,144.659,2013-11-26T00:00:00,3.2,Chordata,Elasmobranchii,Parascylliidae,Parascyllium variolatum,2,1,AJW,POINT (144.6589647 -38.30424852)
M1_DATA.261768,261768,3000203,Australia,Bassian,Temperate Australasia,PPB34,Governors Reef,-38.1488,144.7234,2009-12-05T00:00:00,2.5,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,1,1,DTL,POINT (144.72336 -38.14875)
M1_DATA.261852,261852,6002060,Australia,Leeuwin,Temperate Australasia,WA19,Eagle Bay Bommie,-33.5585,115.076,2009-04-13T00:00:00,7.5,Chordata,Elasmobranchii,Urolophidae,Trygonoptera ovalis,2,1,JEH,POINT (115.076 -33.55847)
M1_DATA.262068,262068,912342966,Australia,Cape Howe,Temperate Australasia,BR3,Auckland,-37.819,148.7835,2012-10-29T00:00:00,16,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,AJW,POINT (148.78351 -37.81905)
M1_DATA.262173,262173,912342942,New Zealand,Northeastern New Zealand,Temperate Australasia,PAC144,Tuhua Reef East,-37.306,176.2907,2012-11-16T00:00:00,20,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,CHB,POINT (176.29074 -37.30597)
M1_DATA.264531,264531,593003520,Ecuador,Guayaquil,Tropical Eastern Pacific,ETP183,Llorona,-1.4733,-80.7893,2008-09-16T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Urobatis halleri,1,2,GJE,POINT (-80.78931333 -1.47334)
M1_DATA.264656,264656,2001209,Australia,Manning-Hawkesbury,Temperate Australasia,CG4,Z - 3 (666),-31.708,152.9009,2009-05-15T00:00:00,29.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,RSS,POINT (152.90093 -31.70804)
M1_DATA.264753,264753,912342158,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP63,"Pta Matu Kuiti, Ile Aukena",-23.1381,-134.9196,2012-04-30T00:00:00,2.3,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,MLD,POINT (-134.9196 -23.13814)
M1_DATA.264954,264954,4000677,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,COR1,Fitzroy Island,-16.9314,145.9878,2010-07-04T00:00:00,4,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,2,1,TRD,POINT (145.98775 -16.93144)
M1_DATA.265012,265012,2000955,Australia,Cape Howe,Temperate Australasia,BMP-S15,Burrewarra Point,-35.8313,150.2335,2010-01-14T00:00:00,10.3,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,AJG,POINT (150.23347 -35.83132)
M1_DATA.265129,265129,912344442,Australia,Manning-Hawkesbury,Temperate Australasia,PS1,NE North Rock,-32.5992,152.324,2014-05-25T00:00:00,9.3,Chordata,Elasmobranchii,Odontaspididae,Carcharias taurus,1,1,AS,POINT (152.32404 -32.59917)
M1_DATA.265185,265185,2001338,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2009-08-15T00:00:00,12,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,1,TRD,POINT (152.15183 -32.714463)
M1_DATA.267529,267529,912340289,Australia,Tweed-Moreton,Temperate Australasia,SI9,Turtle cove,-30.2421,153.18,2011-08-14T00:00:00,10,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,2,2,IVS,POINT (153.17998 -30.24208)
M1_DATA.267818,267818,912343123,Australia,Coral Sea,Central Indo-Pacific,CS37,Porpoise NE,-22.1868,155.3662,2013-05-20T00:00:00,11,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,WCB,POINT (155.36615 -22.1868)
M1_DATA.268021,268021,855003141,Cambodia,Gulf of Thailand,Central Indo-Pacific,CAM4,House Reef,10.6208,103.2956,2009-05-17T00:00:00,2,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,JK,POINT (103.29556 10.62083)
M1_DATA.268117,268117,2001059,Australia,Manning-Hawkesbury,Temperate Australasia,NSW13,Terrigal Haven,-33.4465,151.4497,2009-08-25T00:00:00,11,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,2,STN,POINT (151.44971 -33.4465)
M1_DATA.270532,270532,912340299,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2012-03-11T00:00:00,7.1,Chordata,Elasmobranchii,Hypnidae,Hypnos monopterygius,2,1,TRD,POINT (152.15183 -32.714463)
M1_DATA.270719,270719,912343228,Australia,Coral Sea,Central Indo-Pacific,CS90,Lihou Shark Wall,-17.1177,152.0748,2013-06-14T00:00:00,16,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,4,SRG,POINT (152.07475 -17.11768)
M1_DATA.270732,270732,912340595,Australia,Ningaloo,Central Indo-Pacific,NMP26,Outside Yalobia South,-23.2175,113.7547,2012-07-30T00:00:00,14,Chordata,Elasmobranchii,Carcharhinidae,Galeocerdo cuvier,2,1,CGI,POINT (113.75466 -23.2175)
M1_DATA.271040,271040,2000910,Australia,Cape Howe,Temperate Australasia,JBMP-S4,The Docks 3 (North Black Boat Cove),-35.0777,150.7922,2008-02-20T00:00:00,5.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,RSS,POINT (150.792236 -35.077683)
M1_DATA.125833,125833,6002244,Australia,Houtman,Temperate Australasia,WA46,Bitey Holes  Pelsart Group,-28.892,114.0096,2008-03-21T00:00:00,6.2,Chordata,Elasmobranchii,Parascylliidae,Parascyllium variolatum,1,1,RSS,POINT (114.00962 -28.89196)
M1_DATA.126036,126036,912342508,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2013-01-04T00:00:00,11,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.126085,126085,912343554,Australia,Bassian,Temperate Australasia,PPH-S4,Sth Channel Fort,-38.3069,144.801,2013-02-10T00:00:00,5.2,Chordata,Elasmobranchii,Urolophidae,Urolophus paucimaculatus,1,8,AJW,POINT (144.8010236 -38.30691797)
M1_DATA.272585,272585,3000141,Australia,Bassian,Temperate Australasia,PPH-S4,Sth Channel Fort,-38.3069,144.801,2010-02-24T00:00:00,5.5,Chordata,Elasmobranchii,Urolophidae,Urolophus gigas,2,1,JEH,POINT (144.8010236 -38.30691797)
M1_DATA.272808,272808,2002381,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2010-10-24T00:00:00,14.6,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,3,AS,POINT (152.15925 -32.70976)
M1_DATA.272948,272948,912340019,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD62,Chicken Reef NW,-18.6515,147.7099,2012-04-04T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,RSS,POINT (147.70988 -18.65153)
M1_DATA.272964,272964,689003740,French Polynesia,Society Islands,Eastern Indo-Pacific,FP4,"Tiki, Moorea",-17.4901,-149.9235,2009-07-04T00:00:00,11,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus melanopterus,2,2,JSS,POINT (-149.92352 -17.49007)
M1_DATA.273113,273113,912340177,Australia,Cape Howe,Temperate Australasia,BMP-S36,Honeysuckle Bay,-35.7122,150.2786,2012-01-26T00:00:00,5.3,Chordata,Elasmobranchii,Urolophidae,Trygonoptera imitata,2,1,AJG,POINT (150.27862 -35.71223)
M1_DATA.273296,273296,912342141,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP49,Fakarava Sth Cardinal,-16.5064,-145.4615,2012-06-19T00:00:00,4.5,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus melanopterus,1,1,NAW,POINT (-145.46147 -16.50639)
M1_DATA.273332,273332,2002730,Australia,Cape Howe,Temperate Australasia,JBMP-S5,Honeymoon Bay 1km Sth,-35.0661,150.773,2011-04-17T00:00:00,5.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,NAD,POINT (150.772995 -35.06610107)
M1_DATA.275715,275715,912346003,Indonesia,Banda Sea,Central Indo-Pacific,AH1,Amahusu Point,-3.7323,128.1372,2015-09-13T00:00:00,3.5,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,2,1,TPC,POINT (128.13721 -3.73226)
M1_DATA.275725,275725,507003796,Panama,Panama Bight,Tropical Eastern Pacific,ETP3,Urava Islote,8.7673,-79.539,2011-04-04T00:00:00,6.5,Chordata,Elasmobranchii,Urolophidae,Urobatis halleri,1,1,MLD,POINT (-79.539 8.76728)
M1_DATA.275824,275824,2000888,Australia,Manning-Hawkesbury,Temperate Australasia,SYD29,The Gap,-33.8428,151.2858,2009-08-03T00:00:00,8.1,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,STN,POINT (151.28584 -33.84282)
